time,user,task,trial,cursor_x,cursor_y,target_x,target_y,target_radius,target_speed,click_action,click_success
0.0,0,0,1,0.03222715932969746,0.15898725774725855,0.3958956884829999,0.16014407207072456,0.023386310170601318,0.46497280819090214,0,0
0.05,0,0,1,0.02330413256261135,0.17654792485337698,0.3798765869893088,0.1432951056861905,0.023386310170601318,0.46497280819090214,0,0
0.1,0,0,1,0.016236778240587748,0.18808628754200493,0.36385748549561775,0.12644613930165644,0.023386310170601318,0.46497280819090214,0,0
0.15000000000000002,0,0,1,0.011184276274925947,0.2106369105326275,0.3478383840019267,0.10959717291712238,0.023386310170601318,0.46497280819090214,0,0
0.2,0,0,1,0.00661726732439492,0.23345450699868353,0.3318192825082356,0.09274820653258833,0.023386310170601318,0.46497280819090214,0,0
0.25,0,0,1,0.006123111521811474,0.24498645245650705,0.31580018101454455,0.07589924014805428,0.023386310170601318,0.46497280819090214,0,0
0.30000000000000004,0,0,1,0.012706524511850652,0.24810143038214455,0.2997810795208535,0.059050273763520233,0.023386310170601318,0.46497280819090214,0,0
0.35000000000000003,0,0,1,0.024320359474662965,0.2462014614349326,0.2837619780271624,0.04220130737898618,0.023386310170601318,0.46497280819090214,0,0
0.4,0,0,1,0.04092184434840053,0.2386731532493276,0.26774287653347134,0.02535234099445213,0.023386310170601318,0.46497280819090214,0,0
0.45,0,0,1,0.05408949253258442,0.23201417167374852,0.2517237750397803,0.03826924573128456,0.023386310170601318,0.46497280819090214,0,0
0.5,0,0,1,0.06590847587152879,0.22729995535185454,0.2357046735460892,0.05511821211581862,0.023386310170601318,0.46497280819090214,0,0
0.55,0,0,1,0.08000804394718261,0.22436070800269067,0.21968557205239814,0.07196717850035267,0.023386310170601318,0.46497280819090214,0,0
0.6,0,0,1,0.09028519589822183,0.2258798789628291,0.20366647055870707,0.08881614488488672,0.023386310170601318,0.46497280819090214,0,0
0.65,0,0,1,0.09940215449765652,0.22980834435453906,0.187647369065016,0.10566511126942077,0.023386310170601318,0.46497280819090214,0,0
0.7,0,0,1,0.11053590425221266,0.23445635525936784,0.17162826757132493,0.12251407765395482,0.023386310170601318,0.46497280819090214,0,0
0.75,0,0,1,0.11900468074161613,0.23765255464724222,0.15560916607763386,0.13936304403848887,0.023386310170601318,0.46497280819090214,0,0
0.7999999999999999,0,0,1,0.1274336928503262,0.240787340720466,0.1395900645839428,0.15621201042302293,0.023386310170601318,0.46497280819090214,0,0
0.85,0,0,1,0.14002938046022864,0.24424232058724804,0.12357096309025173,0.173060976807557,0.023386310170601318,0.46497280819090214,0,0
0.8999999999999999,0,0,1,0.15171118468783118,0.24639719614315816,0.10755186159656066,0.18990994319209106,0.023386310170601318,0.46497280819090214,0,0
0.95,0,0,1,0.16147451472800212,0.24665201234364909,0.09153276010286959,0.20675890957662513,0.023386310170601318,0.46497280819090214,0,0
0.9999999999999999,0,0,1,0.1694430143040493,0.24547803809692273,0.07551365860917852,0.2236078759611592,0.023386310170601318,0.46497280819090214,0,0
1.0499999999999998,0,0,1,0.17886328258741005,0.24218513309337794,0.05949455711548746,0.23117053731310405,0.023386310170601318,0.46497280819090214,0,0
1.0999999999999999,0,0,1,0.18776847665494253,0.23872400659955656,0.0434754556217964,0.21432157092857,0.023386310170601318,0.46497280819090214,0,0
1.15,0,0,1,0.1953081338458728,0.23340503640736646,0.02745635412810534,0.19747260454403592,0.023386310170601318,0.46497280819090214,0,0
1.2,0,0,1,0.1998449181737978,0.2274870374006929,0.035335367706788356,0.18062363815950186,0.023386310170601318,0.46497280819090214,0,0
1.25,0,0,1,0.1998222454456442,0.21605446028148326,0.05135446920047942,0.1637746717749678,0.023386310170601318,0.46497280819090214,0,0
1.3,0,0,1,0.19189513367480263,0.19974390716833063,0.06737357069417048,0.14692570539043373,0.023386310170601318,0.46497280819090214,0,0
1.35,0,0,1,0.18310657872706174,0.18271021383130143,0.08339267218786153,0.13007673900589967,0.023386310170601318,0.46497280819090214,0,0
1.4000000000000001,0,0,1,0.17573339292037482,0.1663128391321304,0.0994117736815526,0.11322777262136562,0.023386310170601318,0.46497280819090214,0,0
1.4500000000000002,0,0,1,0.17114133046316848,0.1489481527603428,0.11543087517524367,0.09637880623683157,0.023386310170601318,0.46497280819090214,0,0
1.5000000000000002,0,0,1,0.16968818453568624,0.13553189889693407,0.13144997666893474,0.07952983985229752,0.023386310170601318,0.46497280819090214,0,0
1.5500000000000003,0,0,1,0.1729731574423507,0.11461387544994842,0.1474690781626258,0.06268087346776346,0.023386310170601318,0.46497280819090214,0,0
1.6000000000000003,0,0,1,0.1820039866440709,0.09879100499837115,0.16348817965631687,0.045831907083229415,0.023386310170601318,0.46497280819090214,0,0
1.6500000000000004,0,0,1,0.19642555180902,0.09040859808234138,0.17950728115000794,0.02898294069869536,0.023386310170601318,0.46497280819090214,0,0
1.7000000000000004,0,0,1,0.21258478216199486,0.08761057294505928,0.195526382643699,0.03463864602704133,0.023386310170601318,0.46497280819090214,0,0
1.7500000000000004,0,0,1,0.22923582637045706,0.09126390071691032,0.21154548413739008,0.05148761241157539,0.023386310170601318,0.46497280819090214,0,0
1.8000000000000005,0,0,1,0.245588309884813,0.09928591204999042,0.22756458563108115,0.06833657879610944,0.023386310170601318,0.46497280819090214,0,0
1.8500000000000005,0,0,1,0.2599445175457706,0.10952804097665735,0.2435836871247722,0.08518554518064349,0.023386310170601318,0.46497280819090214,0,0
1.9000000000000004,0,0,1,0.272359225748668,0.1204245942277318,0.25960278861846325,0.10203451156517754,0.023386310170601318,0.46497280819090214,0,0
