time,user,task,trial,cursor_x,cursor_y,target_x,target_y,target_radius,target_speed,click_action,click_success
0.0,0,0,1,0.03222715932969746,0.15898725774725855,0.3958956884829999,0.16014407207072456,0.023386310170601318,0.46497280819090214,0,0
0.05,0,0,1,0.024132448564452912,0.1773745438998335,0.3798765869893088,0.1432951056861905,0.023386310170601318,0.46497280819090214,0,0
0.1,0,0,1,0.020221112114709346,0.18101437956676653,0.36385748549561775,0.12644613930165644,0.023386310170601318,0.46497280819090214,0,0
0.15000000000000002,0,0,1,0.02070630437170162,0.19163498749924096,0.3478383840019267,0.10959717291712238,0.023386310170601318,0.46497280819090214,0,0
0.2,0,0,1,0.024801766251241905,0.1972386566056446,0.3318192825082356,0.09274820653258833,0.023386310170601318,0.46497280819090214,0,0
0.25,0,0,1,0.029696125407831293,0.19969105415663607,0.31580018101454455,0.07589924014805428,0.023386310170601318,0.46497280819090214,0,0
0.30000000000000004,0,0,1,0.03538855150020281,0.20167583226189548,0.2997810795208535,0.059050273763520233,0.023386310170601318,0.46497280819090214,0,0
0.35000000000000003,0,0,1,0.0403944269502418,0.20310141306282037,0.2837619780271624,0.04220130737898618,0.023386310170601318,0.46497280819090214,0,0
0.4,0,0,1,0.04626897980514959,0.20478686770493545,0.26774287653347134,0.02535234099445213,0.023386310170601318,0.46497280819090214,0,0
0.45,0,0,1,0.05468473796670404,0.2063546790793685,0.2517237750397803,0.03826924573128456,0.023386310170601318,0.46497280819090214,0,0
0.5,0,0,1,0.0635599717469131,0.20671939224264427,0.2357046735460892,0.05511821211581862,0.023386310170601318,0.46497280819090214,0,0
0.55,0,0,1,0.07303024621539803,0.20660773994514206,0.21968557205239814,0.07196717850035267,0.023386310170601318,0.46497280819090214,0,0
0.6,0,0,1,0.08299670465677954,0.2071778694354533,0.20366647055870707,0.08881614488488672,0.023386310170601318,0.46497280819090214,0,0
0.65,0,0,1,0.095213739084686,0.20857447796579753,0.187647369065016,0.10566511126942077,0.023386310170601318,0.46497280819090214,0,0
0.7,0,0,1,0.10763310213007798,0.21063845524498728,0.17162826757132493,0.12251407765395482,0.023386310170601318,0.46497280819090214,0,0
0.75,0,0,1,0.12095470239703981,0.21172314834821196,0.15560916607763386,0.13936304403848887,0.023386310170601318,0.46497280819090214,0,0
0.7999999999999999,0,0,1,0.13476131631188756,0.2117071701389377,0.1395900645839428,0.15621201042302293,0.023386310170601318,0.46497280819090214,0,0
0.85,0,0,1,0.14636289467357874,0.21091906247297065,0.12357096309025173,0.173060976807557,0.023386310170601318,0.46497280819090214,0,0
0.8999999999999999,0,0,1,0.15452785015311804,0.2110408891326595,0.10755186159656066,0.18990994319209106,0.023386310170601318,0.46497280819090214,0,0
0.95,0,0,1,0.163485587937377,0.21056500723376137,0.09153276010286959,0.20675890957662513,0.023386310170601318,0.46497280819090214,0,0
0.9999999999999999,0,0,1,0.17172673100152425,0.2086165379773361,0.07551365860917852,0.2236078759611592,0.023386310170601318,0.46497280819090214,0,0
1.0499999999999998,0,0,1,0.17221166044533087,0.20636165465295672,0.05949455711548746,0.23117053731310405,0.023386310170601318,0.46497280819090214,0,0
1.0999999999999999,0,0,1,0.1607664330415545,0.2026731113885275,0.0434754556217964,0.21432157092857,0.023386310170601318,0.46497280819090214,0,0
1.15,0,0,1,0.1430354326613919,0.19528817606787563,0.02745635412810534,0.19747260454403592,0.023386310170601318,0.46497280819090214,0,0
1.2,0,0,1,0.128186995083984,0.18598689669181392,0.035335367706788356,0.18062363815950186,0.023386310170601318,0.46497280819090214,0,0
